kode;urusankd;programkd;kode2;nama;level
"1.02.27.02";"1.02";"27";"02";"Pemeliharaan rutin/berkala ruang poliklinik rumah sakit";0
"1.02.27.03";"1.02";"27";"03";"Pemeliharaan rutin/berkala gudang obat/apotik";0
"1.02.27.04";"1.02";"27";"04";"Pemeliharaan rutin/berkala ruang rawat inap rumah sakit (VVIP, VIP, Kelas I,II,III)";0
"1.02.27.05";"1.02";"27";"05";"Pemeliharaan rutin/berkala ruang gawat darurat";0
"1.02.27.06";"1.02";"27";"06";"Pemeliharaan rutin/berkala ruang ICU, ICCU, NICU";0
"1.02.27.07";"1.02";"27";"07";"Pemeliharaan rutin/berkala ruang operasi";0
"1.02.27.08";"1.02";"27";"08";"Pemeliharaan rutin/berkala ruang terapi";0
"1.02.27.09";"1.02";"27";"09";"Pemeliharaan rutin/berkala ruang isolasi";0
"1.02.27.10";"1.02";"27";"10";"Pemeliharaan rutin/berkala ruang bersalin";0
"1.02.27.11";"1.02";"27";"11";"Pemeliharaan rutin/berkala ruang inkubator";0
"1.02.27.12";"1.02";"27";"12";"Pemeliharaan rutin/berkala ruang bayi";0
"1.02.27.13";"1.02";"27";"13";"Pemeliharaan rutin/berkala ruang rontgen";0
"1.02.27.14";"1.02";"27";"14";"Pemeliharaan rutin/berkala ruang laboratorium rumah sakit";0
"1.02.27.15";"1.02";"27";"15";"Pemeliharaan rutin/berkala kamar jenazah";0
"1.02.27.16";"1.02";"27";"16";"Pemeliharaan rutin/berkala instalasi pengolahan limbah rumah sakit";0
"1.02.27.17";"1.02";"27";"17";"Pemeliharaan rutin/berkala alat-alat kesehatan rumah sakit";0
"1.02.27.18";"1.02";"27";"18";"Pemeliharaan rutin/berkala ambulance/mobil jenazah";0
"1.02.27.19";"1.02";"27";"19";"Pemeliharaan rutin/berkala mebeleur rumah sakit";0
"1.02.27.20";"1.02";"27";"20";"Pemeliharaan rutin/berkala perlengkapan rumah sakit";0
"1.02.27.21";"1.02";"27";"21";"Monitoring, evaluasi dan pelaporan";0
"1.02.27.22";"1.02";"27";"22";"Pemeliharaan area parkir lingkup rumah sakit";0
"1.02.28.01";"1.02";"28";"01";"kemitraan asuransi kesehatan masyarakat";0
"1.02.28.02";"1.02";"28";"02";"kemitraan pencegahan dan pemberantasan penyakit menular";0
"1.02.28.03";"1.02";"28";"03";"kemitraan pengolahan limbah rumah sakit";0
"1.02.28.04";"1.02";"28";"04";"kemitraan alih teknologi kedokteran dan kesehatan";0
"1.02.28.05";"1.02";"28";"05";"kemitraan peningkatan kualitas dokter dan paramedis";0
"1.02.28.06";"1.02";"28";"06";"kemitraan pengobatan lanjutan bagi pasien rujukan";0
"1.02.28.07";"1.02";"28";"07";"kemitraan pengobatan bagi pasien kurang mampu";0
"1.02.28.08";"1.02";"28";"08";"Monitoring, evaluasi dan pelaporan";0
"1.02.28.09";"1.02";"28";"09";"Operasional Pengelola Jaminan Kesehatan";0
"1.02.28.10";"1.02";"28";"10";"Sosialisasi Jaminan Kesehatan";0
"1.02.28.11";"1.02";"28";"11";"Pelayanan Kesehatan Peserta Jaminan Kesehatan Nasional (JKN) pada FKTP Puskesmas Balaraja";0
"1.02.28.12";"1.02";"28";"12";"Pelayanan Kesehatan Peserta Jaminan Kesehatan Nasional (JKN) pada FKTP Puskesmas Binong";0
"1.02.28.13";"1.02";"28";"13";"Pelayanan Kesehatan Peserta Jaminan Kesehatan Nasional (JKN) pada FKTP Puskesmas Bojong Kamal";0
"1.02.28.14";"1.02";"28";"14";"Pelayanan Kesehatan Peserta Jaminan Kesehatan Nasional (JKN) pada FKTP Puskesmas Bojong Nangka";0
"1.02.28.15";"1.02";"28";"15";"Pelayanan Kesehatan Peserta Jaminan Kesehatan Nasional (JKN) pada FKTP Puskesmas Caringin";0
"1.02.28.16";"1.02";"28";"16";"Pelayanan Kesehatan Peserta Jaminan Kesehatan Nasional (JKN) pada FKTP Puskesmas Cikupa";0
"1.02.28.17";"1.02";"28";"17";"Pelayanan Kesehatan Peserta Jaminan Kesehatan Nasional (JKN) pada FKTP Puskesmas Cikuya";0
"1.02.28.18";"1.02";"28";"18";"Pelayanan Kesehatan Peserta Jaminan Kesehatan Nasional (JKN) pada FKTP Puskesmas Cisauk";0
"1.02.28.19 ";"1.02";"28";"19 ";"Pelayanan Kesehatan Peserta Jaminan Kesehatan Nasional (JKN) pada FKTP Puskesmas Cisoka";0
"1.02.28.20";"1.02";"28";"20";"Pelayanan Kesehatan Peserta Jaminan Kesehatan Nasional (JKN) pada FKTP Puskesmas Curug";0
"1.02.28.21";"1.02";"28";"21";"Pelayanan Kesehatan Peserta Jaminan Kesehatan Nasional (JKN) pada FKTP Puskesmas Gembong";0
"1.02.28.22";"1.02";"28";"22";"Pelayanan Kesehatan Peserta Jaminan Kesehatan Nasional (JKN) pada FKTP Puskesmas Jambe";0
"1.02.28.23";"1.02";"28";"23";"Pelayanan Kesehatan Peserta Jaminan Kesehatan Nasional (JKN) pada FKTP Puskesmas Gunung Kaler";0
"1.02.28.24";"1.02";"28";"24";"Pelayanan Kesehatan Peserta Jaminan Kesehatan Nasional (JKN) pada FKTP Puskesmas Jayanti";0
"1.02.28.25";"1.02";"28";"25";"Pelayanan Kesehatan Peserta Jaminan Kesehatan Nasional (JKN) pada FKTP Puskesmas Jl. Emas";0
"1.02.28.26";"1.02";"28";"26";"Pelayanan Kesehatan Peserta Jaminan Kesehatan Nasional (JKN) pada FKTP Puskesmas Jl. Kutai";0
"1.02.28.27";"1.02";"28";"27";"Pelayanan Kesehatan Peserta Jaminan Kesehatan Nasional (JKN) pada FKTP Puskesmas Kedaung Barat";0
"1.02.28.28";"1.02";"28";"28";"Pelayanan Kesehatan Peserta Jaminan Kesehatan Nasional (JKN) pada FKTP Puskesmas Kelapa Dua";0
"1.02.28.29";"1.02";"28";"29";"Pelayanan Kesehatan Peserta Jaminan Kesehatan Nasional (JKN) pada FKTP Puskesmas Kemeri";0
"1.02.28.30";"1.02";"28";"30";"Pelayanan Kesehatan Peserta Jaminan Kesehatan Nasional (JKN) pada FKTP Puskesmas Kosambi";0
"1.02.28.31";"1.02";"28";"31";"Pelayanan Kesehatan Peserta Jaminan Kesehatan Nasional (JKN) pada FKTP Puskesmas Kresek";0
"1.02.28.32";"1.02";"28";"32";"Pelayanan Kesehatan Peserta Jaminan Kesehatan Nasional (JKN) pada FKTP Puskesmas Kronjo";0
"1.02.28.33";"1.02";"28";"33";"Pelayanan Kesehatan Peserta Jaminan Kesehatan Nasional (JKN) pada FKTP Puskesmas Kutabumi";0
"1.02.28.34";"1.02";"28";"34";"Pelayanan Kesehatan Peserta Jaminan Kesehatan Nasional (JKN) pada FKTP Puskesmas Legok";0
"1.02.28.35";"1.02";"28";"35";"Pelayanan Kesehatan Peserta Jaminan Kesehatan Nasional (JKN) pada FKTP Puskesmas Mauk";0
"1.02.28.36";"1.02";"28";"36";"Pelayanan Kesehatan Peserta Jaminan Kesehatan Nasional (JKN) pada FKTP Puskesmas Mekar Baru";0
"1.02.28.37";"1.02";"28";"37";"Pelayanan Kesehatan Peserta Jaminan Kesehatan Nasional (JKN) pada FKTP Puskesmas Pagedangan";0
"1.02.28.38";"1.02";"28";"38";"Pelayanan Kesehatan Peserta Jaminan Kesehatan Nasional (JKN) pada FKTP Puskesmas Pakuhaji";0
"1.02.28.39";"1.02";"28";"39";"Pelayanan Kesehatan Peserta Jaminan Kesehatan Nasional (JKN) pada FKTP Puskesmas Panongan";0
"1.02.28.40";"1.02";"28";"40";"Pelayanan Kesehatan Peserta Jaminan Kesehatan Nasional (JKN) pada FKTP Puskesmas Pasir Jaya";0
"1.02.28.41";"1.02";"28";"41";"Pelayanan Kesehatan Peserta Jaminan Kesehatan Nasional (JKN) pada FKTP Puskesmas Rajeg";0
"1.02.28.42";"1.02";"28";"42";"Pelayanan Kesehatan Peserta Jaminan Kesehatan Nasional (JKN) pada FKTP Puskesmas Salembaran Jaya";0
"1.02.28.43";"1.02";"28";"43";"Pelayanan Kesehatan Peserta Jaminan Kesehatan Nasional (JKN) pada FKTP Puskesmas Sepatan";0
"1.02.28.44";"1.02";"28";"44";"Pelayanan Kesehatan Peserta Jaminan Kesehatan Nasional (JKN) pada FKTP Puskesmas Sindang Jaya";0
"1.02.28.45";"1.02";"28";"45";"Pelayanan Kesehatan Peserta Jaminan Kesehatan Nasional (JKN) pada FKTP Puskesmas Sukadiri";0
"1.02.28.46";"1.02";"28";"46";"Pelayanan Kesehatan Peserta Jaminan Kesehatan Nasional (JKN) pada FKTP Puskesmas Sukamulya";0
"1.02.28.47";"1.02";"28";"47";"Pelayanan Kesehatan Peserta Jaminan Kesehatan Nasional (JKN) pada FKTP Puskesmas Sukatani";0
"1.02.28.48";"1.02";"28";"48";"Pelayanan Kesehatan Peserta Jaminan Kesehatan Nasional (JKN) pada FKTP Puskesmas Sukawali";0
"1.02.28.49";"1.02";"28";"49";"Pelayanan Kesehatan Peserta Jaminan Kesehatan Nasional (JKN) pada FKTP Puskesmas Suradita";0
"1.02.28.50";"1.02";"28";"50";"Pelayanan Kesehatan Peserta Jaminan Kesehatan Nasional (JKN) pada FKTP Puskesmas Tegal Angus";0
"1.02.28.51";"1.02";"28";"51";"Pelayanan Kesehatan Peserta Jaminan Kesehatan Nasional (JKN) pada FKTP Puskesmas Teluknaga";0
"1.02.28.52";"1.02";"28";"52";"Pelayanan Kesehatan Peserta Jaminan Kesehatan Nasional (JKN) pada FKTP Puskesmas Tigaraksa";0
"1.02.28.53";"1.02";"28";"53";"Pelayanan Kesehatan Peserta Jaminan Kesehatan Nasional (JKN) pada FKTP Puskesmas Pasir Nangka";0
"1.02.29.01";"1.02";"29";"01";"Penyuluhan kesehatan anak balita";0
"1.02.29.02";"1.02";"29";"02";"Imunisasi bagi anak balita";0
"1.02.29.03";"1.02";"29";"03";"Rekrutmen tenaga pelayanan kesehatan anak balita";0
"1.02.29.04";"1.02";"29";"04";"Pelatihan dan pendidikan perawatan anak balita";0
"1.02.29.05";"1.02";"29";"05";"Pembangunan sarana dan prasarana khusus pelayanan perawatan anak balita";0
"1.02.29.06";"1.02";"29";"06";"Pembangunan panti asuhan anak terlantar balita";0
"1.02.29.07";"1.02";"29";"07";"Monitoring, evaluasi dan pelaporan";0
"1.02.29.08";"1.02";"29";"08";"Peningkatan Tumbuh Kembang Balita";0
"1.02.30.01";"1.02";"30";"01";"Pelayanan pemeliharaan kesehatan";0
"1.02.30.02";"1.02";"30";"02";"rekruitmen tenaga perawat kesehatan";0
"1.02.30.03";"1.02";"30";"03";"Pendidikan dan pelatihan perawatan kesehatan";0
"1.02.30.04";"1.02";"30";"04";"Pembangunan pusat-pusat pelayanan kesehatan";0
"1.02.30.05";"1.02";"30";"05";"Pembangunan panti asuhan";0
"1.02.30.06";"1.02";"30";"06";"Pelayanan kesehatan";0
"1.02.30.07";"1.02";"30";"07";"Monitoring, evaluasi dan pelaporan";0
"1.02.31.01";"1.02";"31";"01";"Pengawasan keamanan dan kesehatan makanan hasil industri";0
"1.02.31.02";"1.02";"31";"02";"Pengawasan dan pengendalian keamanan dan kesehatan makanan hasil produksi rumah tangga";0
"1.02.31.03";"1.02";"31";"03";"Pengawasan dan pengendalian keamanan dan kesehatan makanan restaurant";0
"1.02.31.04";"1.02";"31";"04";"Monitoring, evaluasi dan pelaporan";0
"1.02.32.01";"1.02";"32";"01";"Penyuluhan kesehatan bagi ibu hamil dari keluarga kurang mampu";0
"1.02.32.02";"1.02";"32";"02";"Perawatan berkala bagi ibu hamil dari keluarga kurang mampu";0
"1.02.32.03";"1.02";"32";"03";"Pertolongan persalinan bagi ibu hamil dari keluarga kurang mampu";0
"1.02.32.04";"1.02";"32";"04";"Pelayanan Kesehatan Ibu dan Anak";0
"1.02.32.05";"1.02";"32";"05";"Pelaksanaan Program Emas";0
"1.02.33.01";"1.02";"33";"01";"Medical check up";0
"1.02.33.02";"1.02";"33";"02";"Peningkatan Status Puskesmas Menjadi Puskesmas BLUD";0
"1.02.34.01";"1.02";"34";"01";"Pengendalian Penyakit Tidak Menular";0
"1.03.15.01";"1.03";"15";"01";"Perencanaan pembangunan jalan";0
"1.03.15.02";"1.03";"15";"02";"Survei kontur jalan dan jembatan";0
"1.03.15.03";"1.03";"15";"03";"Pembangunan jalan";0
"1.03.15.04";"1.03";"15";"04";"Perencanaan pembangunan jembatan";0
"1.03.15.05";"1.03";"15";"05";"Pembangunan jembatan";0
"1.03.15.06";"1.03";"15";"06";"Monitoring, evaluasi dan pelaporan";0
"1.03.15.07";"1.03";"15";"07";"Pembangunan/Peningkatan jalan Kecamatan Ciputat";0
"1.03.15.08";"1.03";"15";"08";"Pembangunan/Peningkatan jalan Kecamatan Ciputat Timur";0
"1.03.15.09";"1.03";"15";"09";"Pembangunan/Peningkatan jalan Kecamatan Pamulang";0
"1.03.15.10";"1.03";"15";"10";"Pembangunan/Peningkatan jalan Kecamatan Pondok Aren";0
"1.03.15.100";"1.03";"15";"100";"Pembangunan/Peningkatan jalan Kecamatan Balaraja Wilayah III";0
"1.03.15.101";"1.03";"15";"101";"Pembangunan/Peningkatan jalan Kecamatan Balaraja Wilayah IV";0
"1.03.15.102";"1.03";"15";"102";"Pembangunan/Peningkatan jalan Kecamatan Balaraja Wilayah V";0
"1.03.15.103";"1.03";"15";"103";"Pembangunan/Peningkatan jalan Kecamatan Sukamulya Wilayah I";0
"1.03.15.104";"1.03";"15";"104";"Pembangunan/Peningkatan jalan Kecamatan Sukamulya Wilayah II";0
"1.03.15.105";"1.03";"15";"105";"Pembangunan/Peningkatan jalan Kecamatan Sukamulya Wilayah III";0
"1.03.15.106";"1.03";"15";"106";"Pembangunan/Peningkatan jalan Kecamatan Sukamulya Wilayah IV";0
"1.03.15.107";"1.03";"15";"107";"Pembangunan/Peningkatan jalan Kecamatan Sukamulya Wilayah V";0
"1.03.15.108";"1.03";"15";"108";"Pembangunan/Peningkatan jalan Kecamatan Kronjo Wilayah I";0
"1.03.15.109";"1.03";"15";"109";"Pembangunan/Peningkatan jalan Kecamatan Kronjo Wilayah II";0
"1.03.15.11";"1.03";"15";"11";"Pembangunan/Peningkatan jalan Kecamatan Serpong";0
"1.03.15.110";"1.03";"15";"110";"Pembangunan/Peningkatan jalan Kecamatan Kronjo Wilayah III";0
"1.03.15.111";"1.03";"15";"111";"Pembangunan/Peningkatan jalan Kecamatan Kronjo Wilayah IV";0
"1.03.15.112";"1.03";"15";"112";"Pembangunan/Peningkatan jalan Kecamatan Kronjo Wilayah V";0
"1.03.15.113";"1.03";"15";"113";"Pembangunan/Peningkatan jalan Kecamatan Mekar Baru Wilayah I";0
"1.03.15.114";"1.03";"15";"114";"Pembangunan/Peningkatan jalan Kecamatan Mekar Baru Wilayah II";0
"1.03.15.115";"1.03";"15";"115";"Pembangunan/Peningkatan jalan Kecamatan Mekar Baru Wilayah III";0
"1.03.15.116";"1.03";"15";"116";"Pembangunan/Peningkatan jalan Kecamatan Mekar Baru Wilayah IV";0
"1.03.15.117";"1.03";"15";"117";"Pembangunan/Peningkatan jalan Kecamatan Mekar Baru Wilayah V";0
"1.03.15.118";"1.03";"15";"118";"Pembangunan/Peningkatan jalan Kecamatan Kresek Wilayah I";0
"1.03.15.119";"1.03";"15";"119";"Pembangunan/Peningkatan jalan Kecamatan Kresek Wilayah II";0
"1.03.15.12";"1.03";"15";"12";"Pembangunan/Peningkatan jalan Kecamatan Serpong Utara";0
"1.03.15.120";"1.03";"15";"120";"Pembangunan/Peningkatan jalan Kecamatan Kresek Wilayah III";0
"1.03.15.121";"1.03";"15";"121";"Pembangunan/Peningkatan jalan Kecamatan Kresek Wilayah IV";0
"1.03.15.122";"1.03";"15";"122";"Pembangunan/Peningkatan jalan Kecamatan Kresek Wilayah V";0
"1.03.15.123";"1.03";"15";"123";"Pembangunan/Peningkatan jalan Kecamatan Gunung kaler Wilayah I";0
"1.03.15.124";"1.03";"15";"124";"Pembangunan/Peningkatan jalan Kecamatan Gunung kaler Wilayah II";0
"1.03.15.125";"1.03";"15";"125";"Pembangunan/Peningkatan jalan Kecamatan Gunung kaler Wilayah III";0
"1.03.15.126";"1.03";"15";"126";"Pembangunan/Peningkatan jalan Kecamatan Gunung kaler Wilayah IV";0
"1.03.15.127";"1.03";"15";"127";"Pembangunan/Peningkatan jalan Kecamatan Gunung kaler Wilayah V";0
"1.03.15.128";"1.03";"15";"128";"Pembangunan/Peningkatan jalan Kecamatan Tigaraksa Wilayah I";0
"1.03.15.129";"1.03";"15";"129";"Pembangunan/Peningkatan jalan Kecamatan Tigaraksa Wilayah II";0
"1.03.15.13";"1.03";"15";"13";"Pembangunan/Peningkatan jalan Kecamatan Cisauk";0
"1.03.15.130";"1.03";"15";"130";"Pembangunan/Peningkatan jalan Kecamatan Tigaraksa Wilayah III";0
"1.03.15.131";"1.03";"15";"131";"Pembangunan/Peningkatan jalan Kecamatan Tigaraksa Wilayah IV";0
"1.03.15.132";"1.03";"15";"132";"Pembangunan/Peningkatan jalan Kecamatan Tigaraksa Wilayah V";0
"1.03.15.133";"1.03";"15";"133";"Pembangunan/Peningkatan jalan Kecamatan Jambe Wilayah I";0
"1.03.15.134";"1.03";"15";"134";"Pembangunan/Peningkatan jalan Kecamatan Jambe Wilayah II";0
"1.03.15.135";"1.03";"15";"135";"Pembangunan/Peningkatan jalan Kecamatan Jambe Wilayah III";0
"1.03.15.136";"1.03";"15";"136";"Pembangunan/Peningkatan jalan Kecamatan Jambe Wilayah IV";0
"1.03.15.137";"1.03";"15";"137";"Pembangunan/Peningkatan jalan Kecamatan Jambe Wilayah V";0
"1.03.15.138";"1.03";"15";"138";"Pembangunan/Peningkatan jalan Kecamatan Cisoka Wilayah I";0
"1.03.15.139";"1.03";"15";"139";"Pembangunan/Peningkatan jalan Kecamatan Cisoka Wilayah II";0
"1.03.15.14";"1.03";"15";"14";"Pembangunan/Peningkatan jalan Kecamatan Setu";0
"1.03.15.140";"1.03";"15";"140";"Pembangunan/Peningkatan jalan Kecamatan Cisoka Wilayah III";0
"1.03.15.141";"1.03";"15";"141";"Pembangunan/Peningkatan jalan Kecamatan Cisoka Wilayah IV";0
"1.03.15.142";"1.03";"15";"142";"Pembangunan/Peningkatan jalan Kecamatan Cisoka Wilayah V";0
"1.03.15.143";"1.03";"15";"143";"Pembangunan/Peningkatan jalan Kecamatan Solear Wilayah I";0
"1.03.15.144";"1.03";"15";"144";"Pembangunan/Peningkatan jalan Kecamatan Solear Wilayah II";0
"1.03.15.145";"1.03";"15";"145";"Pembangunan/Peningkatan jalan Kecamatan Solear Wilayah III";0
"1.03.15.146";"1.03";"15";"146";"Pembangunan/Peningkatan jalan Kecamatan Solear Wilayah IV";0
"1.03.15.147";"1.03";"15";"147";"Pembangunan/Peningkatan jalan Kecamatan Solear Wilayah V";0
"1.03.15.148";"1.03";"15";"148";"Pembangunan/Peningkatan jalan Kecamatan Jayanti Wilayah I";0
"1.03.15.149";"1.03";"15";"149";"Pembangunan/Peningkatan jalan Kecamatan Jayanti Wilayah II";0
"1.03.15.15";"1.03";"15";"15";"Pembangunan/Peningkatan jalan Kecamatan Pagedangan";0
"1.03.15.150";"1.03";"15";"150";"Pembangunan/Peningkatan jalan Kecamatan Jayanti Wilayah III";0
"1.03.15.151";"1.03";"15";"151";"Pembangunan/Peningkatan jalan Kecamatan Jayanti Wilayah IV";0
"1.03.15.152";"1.03";"15";"152";"Pembangunan/Peningkatan jalan Kecamatan Jayanti Wilayah V";0
"1.03.15.153";"1.03";"15";"153";"Pembangunan/Peningkatan jalan Kecamatan Pasar Kemis Wilayah I";0
"1.03.15.154";"1.03";"15";"154";"Pembangunan/Peningkatan jalan Kecamatan Pasar Kemis Wilayah II";0
"1.03.15.155";"1.03";"15";"155";"Pembangunan/Peningkatan jalan Kecamatan Pasar Kemis Wilayah III";0
"1.03.15.156";"1.03";"15";"156";"Pembangunan/Peningkatan jalan Kecamatan Pasar Kemis Wilayah IV";0
"1.03.15.157";"1.03";"15";"157";"Pembangunan/Peningkatan jalan Kecamatan Pasar Kemis Wilayah V";0
"1.03.15.158";"1.03";"15";"158";"Pembangunan/Peningkatan jalan Kecamatan Sindang Jaya Wilayah I";0
"1.03.15.159";"1.03";"15";"159";"Pembangunan/Peningkatan jalan Kecamatan Sindang Jaya Wilayah II";0
"1.03.15.16";"1.03";"15";"16";"Pembangunan/Peningkatan jalan Kecamatan Legok";0
"1.03.15.160";"1.03";"15";"160";"Pembangunan/Peningkatan jalan Kecamatan Sindang Jaya Wilayah III";0
"1.03.15.161";"1.03";"15";"161";"Pembangunan/Peningkatan jalan Kecamatan Sindang Jaya Wilayah IV";0
"1.03.15.162";"1.03";"15";"162";"Pembangunan/Peningkatan jalan Kecamatan Sindang Jaya Wilayah V";0
"1.03.15.163";"1.03";"15";"163";"Pembangunan/Peningkatan jalan Kecamatan Rajeg Wilayah I";0
"1.03.15.164";"1.03";"15";"164";"Pembangunan/Peningkatan jalan Kecamatan Rajeg Wilayah II";0
"1.03.15.165";"1.03";"15";"165";"Pembangunan/Peningkatan jalan Kecamatan Rajeg Wilayah III";0
"1.03.15.166";"1.03";"15";"166";"Pembangunan/Peningkatan jalan Kecamatan Rajeg Wilayah IV";0
"1.03.15.167";"1.03";"15";"167";"Pembangunan/Peningkatan jalan Kecamatan Rajeg Wilayah V";0
"1.03.15.168";"1.03";"15";"168";"Pembangunan/Peningkatan jalan Kecamatan Sepatan Wilayah I";0
"1.03.15.169";"1.03";"15";"169";"Pembangunan/Peningkatan jalan Kecamatan Sepatan Wilayah II";0
"1.03.15.17";"1.03";"15";"17";"Pembangunan/Peningkatan jalan Kecamatan Curug";0
"1.03.15.170";"1.03";"15";"170";"Pembangunan/Peningkatan jalan Kecamatan Sepatan Wilayah III";0
"1.03.15.171";"1.03";"15";"171";"Pembangunan/Peningkatan jalan Kecamatan Sepatan Wilayah IV";0
"1.03.15.172";"1.03";"15";"172";"Pembangunan/Peningkatan jalan Kecamatan Sepatan Wilayah V";0
"1.03.15.173";"1.03";"15";"173";"Pembangunan/Peningkatan jalan Kecamatan Sepatan Timur Wilayah I";0
"1.03.15.174";"1.03";"15";"174";"Pembangunan/Peningkatan jalan Kecamatan Sepatan Timur Wilayah II";0
"1.03.15.175";"1.03";"15";"175";"Pembangunan/Peningkatan jalan Kecamatan Sepatan Timur Wilayah III";0
"1.03.15.176";"1.03";"15";"176";"Pembangunan/Peningkatan jalan Kecamatan Sepatan Timur Wilayah IV";0
"1.03.15.177";"1.03";"15";"177";"Pembangunan/Peningkatan jalan Kecamatan Sepatan Timur Wilayah V";0
"1.03.15.178";"1.03";"15";"178";"Pembangunan/Peningkatan jalan Kecamatan Mauk Wilayah I";0
"1.03.15.179";"1.03";"15";"179";"Pembangunan/Peningkatan jalan Kecamatan Mauk Wilayah II";0
"1.03.15.18";"1.03";"15";"18";"Pembangunan/Peningkatan jalan Kecamatan Kelapa Dua";0
"1.03.15.180";"1.03";"15";"180";"Pembangunan/Peningkatan jalan Kecamatan Mauk Wilayah III";0
"1.03.15.181";"1.03";"15";"181";"Pembangunan/Peningkatan jalan Kecamatan Mauk Wilayah IV";0
"1.03.15.182";"1.03";"15";"182";"Pembangunan/Peningkatan jalan Kecamatan Mauk Wilayah V";0
"1.03.15.183";"1.03";"15";"183";"Pembangunan/Peningkatan jalan Kecamatan Kemiri Wilayah I";0
"1.03.15.184";"1.03";"15";"184";"Pembangunan/Peningkatan jalan Kecamatan Kemiri Wilayah II";0
"1.03.15.185";"1.03";"15";"185";"Pembangunan/Peningkatan jalan Kecamatan Kemiri Wilayah III";0
"1.03.15.186";"1.03";"15";"186";"Pembangunan/Peningkatan jalan Kecamatan Kemiri Wilayah IV";0
"1.03.15.187";"1.03";"15";"187";"Pembangunan/Peningkatan jalan Kecamatan Kemiri Wilayah V";0
"1.03.15.188";"1.03";"15";"188";"Pembangunan/Peningkatan jalan Kecamatan Sukadiri Wilayah I";0
"1.03.15.189";"1.03";"15";"189";"Pembangunan/Peningkatan jalan Kecamatan Sukadiri Wilayah II";0
"1.03.15.19";"1.03";"15";"19";"Pembangunan/Peningkatan jalan Kecamatan Cikupa";0
"1.03.15.190";"1.03";"15";"190";"Pembangunan/Peningkatan jalan Kecamatan Sukadiri Wilayah III";0
"1.03.15.191";"1.03";"15";"191";"Pembangunan/Peningkatan jalan Kecamatan Sukadiri Wilayah IV";0
"1.03.15.192";"1.03";"15";"192";"Pembangunan/Peningkatan jalan Kecamatan Sukadiri Wilayah V";0
"1.03.15.193";"1.03";"15";"193";"Pembangunan/Peningkatan jalan Kecamatan Teluk Naga Wilayah I";0
"1.03.15.194";"1.03";"15";"194";"Pembangunan/Peningkatan jalan Kecamatan Teluk Naga Wilayah II";0
"1.03.15.195";"1.03";"15";"195";"Pembangunan/Peningkatan jalan Kecamatan Teluk Naga Wilayah III";0
"1.03.15.196";"1.03";"15";"196";"Pembangunan/Peningkatan jalan Kecamatan Teluk Naga Wilayah IV";0
"1.03.15.197";"1.03";"15";"197";"Pembangunan/Peningkatan jalan Kecamatan Teluk Naga Wilayah V";0
"1.03.15.198";"1.03";"15";"198";"Pembangunan/Peningkatan jalan Kecamatan Kosambi Wilayah I";0
"1.03.15.199";"1.03";"15";"199";"Pembangunan/Peningkatan jalan Kecamatan Kosambi Wilayah II";0
"1.03.15.20";"1.03";"15";"20";"Pembangunan/Peningkatan jalan Kecamatan Panongan";0
"1.03.15.200";"1.03";"15";"200";"Pembangunan/Peningkatan jalan Kecamatan Kosambi Wilayah III";0
"1.03.15.201";"1.03";"15";"201";"Pembangunan/Peningkatan jalan Kecamatan Kosambi Wilayah IV";0
